"id";"description";"image_path";"release_date";"title";"tmdb_id"
278;"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/yLsuU2P2SpDYFwtZQ7dtfVAf6TE.jpg";"2014-10-02 00:00:00.000000";"Annabelle";250546
279;"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/yzAlcuJhpnxRPjaj7AHBRbNPQCJ.jpg";"2012-09-27 00:00:00.000000";"Taken 2";82675
280;"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/vzvKcPQ4o7TjWeGIn0aGC9FeVNu.jpg";"2012-07-16 00:00:00.000000";"The Dark Knight Rises";49026
281;"Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/1ri6k2iyL33jC2QjO4H89gbgJ9Z.jpg";"2015-03-18 00:00:00.000000";"Insurgent";262500
282;"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg";"2015-09-30 00:00:00.000000";"The Martian";286217
283;"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/r6QlMEQGNvM0YpbN04qhx5xdMiQ.jpg";"2015-03-24 00:00:00.000000";"Southpaw";307081
284;"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qvktm0BHcnmDpul4Hz01GIazWPr.jpg";"1984-10-26 00:00:00.000000";"The Terminator";218
285;"The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg";"2014-12-13 00:00:00.000000";"Kingsman: The Secret Service";207703
286;"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/i1U46OwMc6vlm7OoSUKfqUH615e.jpg";"2014-12-11 00:00:00.000000";"American Sniper";190859
287;"On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mPrDJ7puYzPLG5kPM96iNszF2sM.jpg";"2015-03-09 00:00:00.000000";"Frozen Fever";326359
288;"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kRbpUTRNm6QbLQFPFWUcNC4czEm.jpg";"2014-07-25 00:00:00.000000";"Lucy";240832
289;"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/zSINB8kT5uBArawlQljdl6WIk7F.jpg";"2015-01-14 00:00:00.000000";"Wild Card";265208
290;"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg";"2014-11-14 00:00:00.000000";"The Imitation Game";205596
291;"Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg";"2015-07-16 00:00:00.000000";"Pixels";257344
292;"Satoshi, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ujLIgISIV6Fv6j509SZp2Tmq2ZJ.jpg";"2015-07-18 00:00:00.000000";"Pokémon the Movie: Hoopa and the Clash of Ages";350499
293;"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xlBivetfrtF84Yx0zISShnNtHYe.jpg";"1985-07-03 00:00:00.000000";"Back to the Future";105
294;"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/lImKHDfExAulp16grYm8zD5eONE.jpg";"2015-11-18 00:00:00.000000";"The Hunger Games: Mockingjay - Part 2";131634
295;"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/tpCqpv8y0cDb7mgIPeTv70W9vmF.jpg";"2014-03-19 00:00:00.000000";"Rio 2";172385
296;"After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Master’s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesn’t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/wjD6lr6vi9DIwwyDZaOjGpIbulu.jpg";"2015-01-27 00:00:00.000000";"Justice League: Throne of Atlantis";297556
297;"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/A1ymtbzatZp94Z49ZOBb8JGXOBB.jpg";"2015-05-20 00:00:00.000000";"Poltergeist";243688
298;"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/9B63hMwU6iICtNDTISCaZQ5US7R.jpg";"2015-08-13 00:00:00.000000";"Straight Outta Compton";277216
299;"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qv8deK0ZmutAuEpejruQKApIy6r.jpg";"2012-06-20 00:00:00.000000";"Abraham Lincoln: Vampire Hunter";72331
300;"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2uXj7DCoSknaUzIHJ3F460Z7t24.jpg";"2013-04-11 00:00:00.000000";"Scary Movie 5";4258
301;"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg";"2012-04-25 00:00:00.000000";"The Avengers";24428
302;"Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/o3b8nenAzu5OJk7sbPJURwmeHSV.jpg";"2006-11-09 00:00:00.000000";"The Fox and the Hound 2";9948
303;"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/yald8Lsb4uCRvjIH3spzR84Kdwf.jpg";"2013-11-20 00:00:00.000000";"Frozen";109445
304;"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/bJ0DxWQDLdjSJmFHwtximVdgJ5P.jpg";"1998-06-18 00:00:00.000000";"Mulan";10674
305;"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/4srdg5SoxREXha5kibwZBvsqNtV.jpg";"2014-01-01 00:00:00.000000";"Paranormal Activity: The Marked Ones";227348
306;"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7sGkjqorTHkaHTz8Q4WWHj8JL9t.jpg";"2011-05-25 00:00:00.000000";"The Hangover Part II";45243
